dimension, 678, 591
Result (x y micro-second), 13, 47, 1199
Result (x y micro-second), 13, 47, 1202
Result (x y micro-second), 1, 29, 2038
Result (x y micro-second), 1, 1, 7961
Result (x y micro-second), 23, 23, 1186
Result (x y micro-second), 1, 1, 7972
Result (x y micro-second), 1, 16, 2117
Result (x y micro-second), 1, 5, 2869
Result (x y micro-second), 47, 47, 991
Result (x y micro-second), 23, 32, 1227
Result (x y micro-second), 16, 64, 1204
Result (x y micro-second), 23, 32, 1281
Result (x y micro-second), 64, 7, 1131
Result (x y micro-second), 13, 16, 1179
Result (x y micro-second), 5, 47, 1281
Result (x y micro-second), 16, 11, 1147
Result (x y micro-second), 23, 29, 1170
Result (x y micro-second), 5, 23, 1291
Result (x y micro-second), 11, 64, 1286
Result (x y micro-second), 23, 64, 1008
Result (x y micro-second), 23, 23, 1203
Result (x y micro-second), 64, 13, 1163
Result (x y micro-second), 64, 64, 1017
Result (x y micro-second), 11, 23, 1182
Result (x y micro-second), 32, 47, 1014
Result (x y micro-second), 13, 7, 1178
Result (x y micro-second), 23, 32, 1240
Result (x y micro-second), 32, 16, 1137
Result (x y micro-second), 47, 5, 1147
Result (x y micro-second), 32, 64, 1010
Result (x y micro-second), 1, 11, 2214
Result (x y micro-second), 7, 13, 1210
Result (x y micro-second), 64, 7, 1137
Result (x y micro-second), 64, 11, 1196
Result (x y micro-second), 5, 11, 1278
Result (x y micro-second), 1, 16, 2107
Result (x y micro-second), 64, 64, 1007
Result (x y micro-second), 47, 47, 1014
Result (x y micro-second), 47, 5, 1134
Result (x y micro-second), 7, 13, 1229
Result (x y micro-second), 64, 23, 1020
Result (x y micro-second), 23, 11, 1157
Result (x y micro-second), 7, 7, 1268
Result (x y micro-second), 47, 1, 1203
Result (x y micro-second), 11, 13, 1219
Result (x y micro-second), 64, 5, 1135
Result (x y micro-second), 29, 64, 1012
Result (x y micro-second), 11, 16, 1199
Result (x y micro-second), 5, 7, 1409
Result (x y micro-second), 23, 11, 1144
Result (x y micro-second), 23, 23, 1204
Result (x y micro-second), 23, 11, 1148
Result (x y micro-second), 11, 16, 1184
Result (x y micro-second), 64, 5, 1138
Result (x y micro-second), 13, 5, 1200
Result (x y micro-second), 16, 7, 1142
Result (x y micro-second), 23, 47, 1021
Result (x y micro-second), 16, 32, 1171
Result (x y micro-second), 47, 5, 1137
Result (x y micro-second), 32, 7, 1142
Result (x y micro-second), 23, 16, 1168
Result (x y micro-second), 5, 1, 2446
Result (x y micro-second), 13, 16, 1182
Result (x y micro-second), 11, 23, 1201
Result (x y micro-second), 16, 47, 1199
Result (x y micro-second), 29, 47, 1014
Result (x y micro-second), 7, 7, 1260
Result (x y micro-second), 5, 16, 1276
Result (x y micro-second), 16, 1, 1486
Result (x y micro-second), 13, 64, 1231
Result (x y micro-second), 7, 29, 1242
Result (x y micro-second), 5, 32, 1287
Result (x y micro-second), 13, 13, 1187
Result (x y micro-second), 11, 7, 1194
Result (x y micro-second), 23, 1, 1370
Result (x y micro-second), 7, 64, 1253
Result (x y micro-second), 11, 7, 1198
Result (x y micro-second), 64, 29, 1018
Result (x y micro-second), 29, 5, 1149
Result (x y micro-second), 1, 64, 1942
Result (x y micro-second), 64, 16, 1142
Result (x y micro-second), 47, 1, 1214
Result (x y micro-second), 23, 32, 1240
Result (x y micro-second), 11, 1, 1681
Result (x y micro-second), 29, 32, 1204
Result (x y micro-second), 32, 29, 1156
Result (x y micro-second), 7, 29, 1230
Result (x y micro-second), 7, 23, 1242
Result (x y micro-second), 5, 16, 1285
Result (x y micro-second), 47, 16, 1191
Result (x y micro-second), 11, 1, 1667
Result (x y micro-second), 13, 23, 1193
Result (x y micro-second), 7, 11, 1241
Result (x y micro-second), 1, 29, 2038
Result (x y micro-second), 13, 5, 1200
Result (x y micro-second), 16, 7, 1143
Result (x y micro-second), 13, 5, 1194
Result (x y micro-second), 1, 64, 1934
Result (x y micro-second), 47, 11, 1169
Result (x y micro-second), 1, 11, 2222
Result (x y micro-second), 47, 23, 991
Result (x y micro-second), 64, 5, 1143
Result (x y micro-second), 11, 5, 1212
Result (x y micro-second), 16, 13, 1147
Result (x y micro-second), 23, 11, 1159
Result (x y micro-second), 47, 47, 1012
Result (x y micro-second), 7, 7, 1278
Result (x y micro-second), 13, 13, 1184
Result (x y micro-second), 11, 11, 1184
Result (x y micro-second), 64, 23, 1017
Result (x y micro-second), 13, 13, 1190
Result (x y micro-second), 23, 23, 1196
Result (x y micro-second), 11, 13, 1196
Result (x y micro-second), 23, 5, 1163
Result (x y micro-second), 29, 13, 1154
Result (x y micro-second), 16, 13, 1147
Result (x y micro-second), 64, 7, 1150
Result (x y micro-second), 11, 7, 1200
Result (x y micro-second), 13, 32, 1233
Result (x y micro-second), 23, 64, 1014
Result (x y micro-second), 5, 7, 1430
Result (x y micro-second), 29, 11, 1150
Result (x y micro-second), 7, 47, 1272
Result (x y micro-second), 16, 13, 1155
Result (x y micro-second), 5, 7, 1424
Result (x y micro-second), 32, 11, 1144
Result (x y micro-second), 23, 11, 1170
Result (x y micro-second), 64, 47, 1017
Result (x y micro-second), 29, 16, 1165
Result (x y micro-second), 47, 5, 1143
Result (x y micro-second), 47, 5, 1143
Result (x y micro-second), 11, 32, 1213
Result (x y micro-second), 11, 23, 1190
Result (x y micro-second), 47, 16, 1206
Result (x y micro-second), 13, 7, 1182
Result (x y micro-second), 11, 11, 1182
Result (x y micro-second), 16, 64, 1209
Result (x y micro-second), 13, 16, 1169
Result (x y micro-second), 32, 29, 1145
Result (x y micro-second), 47, 32, 1015
Result (x y micro-second), 64, 23, 1019
Result (x y micro-second), 1, 11, 2216
Result (x y micro-second), 29, 64, 1004
Result (x y micro-second), 1, 5, 2867
Result (x y micro-second), 7, 29, 1233
Result (x y micro-second), 5, 47, 1274
Result (x y micro-second), 32, 13, 1162
Result (x y micro-second), 29, 47, 1015
Result (x y micro-second), 47, 11, 1176
Result (x y micro-second), 13, 7, 1181
Result (x y micro-second), 16, 29, 1198
Result (x y micro-second), 11, 64, 1272
Result (x y micro-second), 13, 29, 1195
Result (x y micro-second), 16, 64, 1195
Result (x y micro-second), 5, 5, 1432
Result (x y micro-second), 29, 1, 1293
Result (x y micro-second), 32, 23, 1187
Result (x y micro-second), 7, 13, 1230
Result (x y micro-second), 16, 7, 1150
Result (x y micro-second), 13, 23, 1197
Result (x y micro-second), 47, 16, 1191
Result (x y micro-second), 13, 13, 1184
Result (x y micro-second), 47, 47, 1022
Result (x y micro-second), 7, 29, 1226
Result (x y micro-second), 5, 13, 1285
Result (x y micro-second), 29, 29, 1213
Result (x y micro-second), 47, 64, 1008
Result (x y micro-second), 23, 7, 1163
Result (x y micro-second), 13, 47, 1211
Result (x y micro-second), 1, 13, 2162
Result (x y micro-second), 1, 29, 2074
Result (x y micro-second), 13, 23, 1180
Result (x y micro-second), 7, 23, 1240
Result (x y micro-second), 64, 23, 1006
Result (x y micro-second), 23, 11, 1147
Result (x y micro-second), 5, 13, 1286
Result (x y micro-second), 23, 11, 1159
Result (x y micro-second), 32, 16, 1138
Result (x y micro-second), 7, 47, 1267
Result (x y micro-second), 64, 11, 1197
Result (x y micro-second), 7, 16, 1230
Result (x y micro-second), 64, 64, 1013
Result (x y micro-second), 7, 13, 1228
Result (x y micro-second), 5, 16, 1283
Result (x y micro-second), 7, 5, 1334
Result (x y micro-second), 47, 1, 1201
Result (x y micro-second), 29, 1, 1309
Result (x y micro-second), 23, 29, 1168
Result (x y micro-second), 29, 13, 1155
Result (x y micro-second), 7, 7, 1266
Result (x y micro-second), 29, 5, 1181
Result (x y micro-second), 16, 5, 1158
Result (x y micro-second), 16, 1, 1489
Result (x y micro-second), 13, 16, 1188
Result (x y micro-second), 47, 11, 1168
Result (x y micro-second), 32, 64, 1025
Result (x y micro-second), 32, 32, 1146
Result (x y micro-second), 47, 47, 1014
Result (x y micro-second), 5, 64, 1271
Result (x y micro-second), 11, 5, 1209
Result (x y micro-second), 64, 5, 1171
Result (x y micro-second), 7, 13, 1229
Result (x y micro-second), 5, 23, 1265
Result (x y micro-second), 1, 23, 2069
Result (x y micro-second), 64, 5, 1136
Result (x y micro-second), 29, 29, 1195
Result (x y micro-second), 1, 5, 2864
Result (x y micro-second), 23, 16, 1168
Result (x y micro-second), 64, 64, 1023
Result (x y micro-second), 64, 47, 1013
Result (x y micro-second), 7, 23, 1234
Result (x y micro-second), 32, 47, 1012
Result (x y micro-second), 5, 23, 1272
Result (x y micro-second), 16, 1, 1481
Result (x y micro-second), 11, 32, 1209
Result (x y micro-second), 5, 1, 2451
Result (x y micro-second), 47, 5, 1143
Result (x y micro-second), 13, 32, 1220
Result (x y micro-second), 32, 16, 1137
Result (x y micro-second), 7, 29, 1235
Result (x y micro-second), 13, 47, 1209
Result (x y micro-second), 5, 13, 1274
Result (x y micro-second), 32, 29, 1243
Result (x y micro-second), 32, 29, 1182
Result (x y micro-second), 23, 16, 1168
Result (x y micro-second), 11, 29, 1199
Result (x y micro-second), 1, 1, 7977
Result (x y micro-second), 11, 5, 1200
Result (x y micro-second), 13, 32, 1233
Result (x y micro-second), 5, 23, 1275
Result (x y micro-second), 11, 5, 1209
Result (x y micro-second), 23, 64, 1014
Result (x y micro-second), 7, 1, 2047
Result (x y micro-second), 29, 32, 1174
Result (x y micro-second), 11, 29, 1205
Result (x y micro-second), 16, 29, 1182
Result (x y micro-second), 16, 13, 1147
Result (x y micro-second), 1, 1, 7961
Result (x y micro-second), 64, 32, 1015
Result (x y micro-second), 23, 11, 1159
Result (x y micro-second), 11, 47, 1264
Result (x y micro-second), 64, 5, 1135
Result (x y micro-second), 32, 1, 1290
Result (x y micro-second), 11, 64, 1273
Result (x y micro-second), 23, 7, 1154
Result (x y micro-second), 16, 29, 1195
Result (x y micro-second), 11, 5, 1217
Result (x y micro-second), 23, 13, 1157
Result (x y micro-second), 64, 5, 1133
Result (x y micro-second), 5, 1, 2448
Result (x y micro-second), 32, 13, 1148
Result (x y micro-second), 29, 5, 1148
Result (x y micro-second), 47, 16, 1200
Result (x y micro-second), 64, 32, 1018
Result (x y micro-second), 5, 16, 1276
Result (x y micro-second), 1, 7, 2529
Result (x y micro-second), 7, 47, 1257
Result (x y micro-second), 11, 64, 1284
Result (x y micro-second), 29, 13, 1157
Result (x y micro-second), 47, 5, 1149
Result (x y micro-second), 29, 7, 1150
Result (x y micro-second), 32, 64, 1015
Result (x y micro-second), 11, 13, 1199
Result (x y micro-second), 5, 1, 2443
Result (x y micro-second), 11, 11, 1186
Result (x y micro-second), 1, 1, 7965
Result (x y micro-second), 29, 16, 1175
Result (x y micro-second), 64, 11, 1198
Result (x y micro-second), 32, 64, 1014
Result (x y micro-second), 47, 47, 1011
Result (x y micro-second), 13, 32, 1222
Result (x y micro-second), 47, 13, 1156
Result (x y micro-second), 13, 1, 1589
Result (x y micro-second), 11, 47, 1253
Result (x y micro-second), 13, 1, 1583
Result (x y micro-second), 64, 1, 1172
Result (x y micro-second), 7, 23, 1237
Result (x y micro-second), 47, 11, 1169
Result (x y micro-second), 32, 64, 1010
Result (x y micro-second), 5, 1, 2448
Result (x y micro-second), 1, 64, 1940
Result (x y micro-second), 1, 23, 2065
Result (x y micro-second), 13, 47, 1199
Result (x y micro-second), 47, 64, 1013
Result (x y micro-second), 32, 23, 1199
Result (x y micro-second), 29, 64, 1016
Result (x y micro-second), 11, 16, 1194
Result (x y micro-second), 13, 29, 1187
Result (x y micro-second), 16, 16, 1153
Result (x y micro-second), 16, 64, 1186
Result (x y micro-second), 11, 11, 1205
Result (x y micro-second), 32, 11, 1151
Result (x y micro-second), 47, 13, 1172
Result (x y micro-second), 13, 23, 1192
Result (x y micro-second), 7, 16, 1235
Result (x y micro-second), 23, 7, 1163
Result (x y micro-second), 13, 13, 1191
Result (x y micro-second), 32, 23, 1180
Result (x y micro-second), 7, 16, 1242
Result (x y micro-second), 23, 32, 1212
Result (x y micro-second), 1, 7, 2523
Result (x y micro-second), 32, 11, 1143
Result (x y micro-second), 29, 64, 1008
Result (x y micro-second), 32, 1, 1272
Result (x y micro-second), 13, 1, 1584
Result (x y micro-second), 32, 23, 1185
Result (x y micro-second), 11, 11, 1185
Result (x y micro-second), 47, 5, 1142
Result (x y micro-second), 32, 11, 1140
Result (x y micro-second), 16, 32, 1173
Result (x y micro-second), 23, 1, 1384
Result (x y micro-second), 32, 1, 1268
Result (x y micro-second), 11, 13, 1184
Result (x y micro-second), 23, 11, 1153
Result (x y micro-second), 47, 64, 1015
Result (x y micro-second), 5, 29, 1276
Result (x y micro-second), 5, 29, 1258
Result (x y micro-second), 32, 29, 1148
Result (x y micro-second), 23, 16, 1169
Result (x y micro-second), 16, 32, 1156
Result (x y micro-second), 16, 7, 1141
Result (x y micro-second), 11, 29, 1195
Result (x y micro-second), 16, 7, 1149
Result (x y micro-second), 23, 1, 1361
Result (x y micro-second), 11, 5, 1210
Result (x y micro-second), 23, 47, 1007
Result (x y micro-second), 64, 13, 1163
Result (x y micro-second), 29, 7, 1163
Result (x y micro-second), 32, 5, 1139
Result (x y micro-second), 23, 13, 1165
Result (x y micro-second), 1, 16, 2119
Result (x y micro-second), 1, 1, 7960
Result (x y micro-second), 5, 32, 1271
Result (x y micro-second), 16, 16, 1146
Result (x y micro-second), 7, 64, 1265
Result (x y micro-second), 7, 16, 1209
Result (x y micro-second), 5, 23, 1261
Result (x y micro-second), 5, 13, 1303
Result (x y micro-second), 23, 32, 1243
Result (x y micro-second), 11, 29, 1189
Result (x y micro-second), 47, 47, 1012
Result (x y micro-second), 11, 23, 1188
Result (x y micro-second), 7, 1, 2056
Result (x y micro-second), 47, 32, 1005
Result (x y micro-second), 5, 7, 1438
Result (x y micro-second), 5, 64, 1261
Result (x y micro-second), 29, 5, 1167
Result (x y micro-second), 64, 23, 1016
Result (x y micro-second), 47, 13, 1159
Result (x y micro-second), 1, 47, 2247
Result (x y micro-second), 5, 7, 1413
Result (x y micro-second), 7, 7, 1264
Result (x y micro-second), 23, 5, 1155
Result (x y micro-second), 16, 64, 1211
Result (x y micro-second), 47, 32, 1013
Result (x y micro-second), 13, 16, 1177
Result (x y micro-second), 23, 32, 1229
Result (x y micro-second), 5, 47, 1269
Result (x y micro-second), 32, 32, 1150
Result (x y micro-second), 13, 29, 1205
Result (x y micro-second), 64, 23, 1013
Result (x y micro-second), 23, 13, 1168
Result (x y micro-second), 29, 13, 1155
Result (x y micro-second), 64, 13, 1172
Result (x y micro-second), 23, 64, 1009
Result (x y micro-second), 1, 32, 2035
Result (x y micro-second), 64, 1, 1171
Result (x y micro-second), 32, 13, 1146
Result (x y micro-second), 7, 7, 1271
Result (x y micro-second), 11, 47, 1243
Result (x y micro-second), 64, 23, 1015
Result (x y micro-second), 7, 23, 1238
Result (x y micro-second), 11, 5, 1212
Result (x y micro-second), 7, 47, 1270
Result (x y micro-second), 47, 23, 997
Result (x y micro-second), 16, 23, 1158
Result (x y micro-second), 5, 47, 1274
Result (x y micro-second), 64, 29, 1013
Result (x y micro-second), 7, 47, 1279
Result (x y micro-second), 47, 47, 1031
Result (x y micro-second), 23, 29, 1172
Result (x y micro-second), 13, 16, 1180
Result (x y micro-second), 32, 5, 1132
Result (x y micro-second), 47, 32, 1078
Result (x y micro-second), 13, 1, 1588
Result (x y micro-second), 23, 11, 1147
Result (x y micro-second), 23, 32, 1235
Result (x y micro-second), 29, 29, 1209
Result (x y micro-second), 47, 47, 1011
Result (x y micro-second), 16, 16, 1145
Result (x y micro-second), 11, 64, 1295
Result (x y micro-second), 1, 7, 2535
Result (x y micro-second), 32, 32, 1141
Result (x y micro-second), 29, 47, 1017
Result (x y micro-second), 23, 16, 1169
Result (x y micro-second), 16, 64, 1193
Result (x y micro-second), 1, 47, 2237
Result (x y micro-second), 16, 32, 1162
Result (x y micro-second), 64, 5, 1134
Result (x y micro-second), 11, 5, 1222
Result (x y micro-second), 64, 47, 1012
Result (x y micro-second), 16, 11, 1150
Result (x y micro-second), 16, 64, 1203
Result (x y micro-second), 64, 11, 1191
Result (x y micro-second), 29, 13, 1157
Result (x y micro-second), 29, 64, 1010
Result (x y micro-second), 5, 16, 1280
Result (x y micro-second), 64, 64, 1011
Result (x y micro-second), 11, 29, 1198
Result (x y micro-second), 23, 47, 1012
Result (x y micro-second), 5, 1, 2444
Result (x y micro-second), 47, 64, 1007
Result (x y micro-second), 47, 5, 1137
Result (x y micro-second), 16, 23, 1156
Result (x y micro-second), 1, 32, 2039
Result (x y micro-second), 32, 1, 1275
Result (x y micro-second), 29, 1, 1306
Result (x y micro-second), 11, 5, 1226
Result (x y micro-second), 64, 5, 1138
Result (x y micro-second), 7, 13, 1223
Result (x y micro-second), 16, 29, 1187
Result (x y micro-second), 11, 29, 1196
Result (x y micro-second), 7, 5, 1362
Result (x y micro-second), 13, 16, 1181
Result (x y micro-second), 32, 64, 1012
Result (x y micro-second), 5, 29, 1272
Result (x y micro-second), 64, 32, 1000
Result (x y micro-second), 29, 23, 1164
Result (x y micro-second), 47, 5, 1138
Result (x y micro-second), 5, 32, 1274
Result (x y micro-second), 64, 29, 1017
Result (x y micro-second), 32, 13, 1139
Result (x y micro-second), 29, 47, 1011
Result (x y micro-second), 11, 16, 1192
Result (x y micro-second), 64, 11, 1185
Result (x y micro-second), 47, 11, 1171
Result (x y micro-second), 1, 1, 7983
Result (x y micro-second), 64, 1, 1182
Result (x y micro-second), 5, 5, 1442
Result (x y micro-second), 16, 29, 1175
Result (x y micro-second), 47, 23, 1015
Result (x y micro-second), 11, 23, 1193
